exit_time,direction,level,profit_level,exit_reason,notional,entry_capital,peak_loss_ratio,pnl_usdt,capital,drawdown
2025-01-28 01:00:00+00:00,short,0,0,TP1,247.31947559875312,9892.779023950125,0.000259,1.5664,9894.3454,0.282572
2025-01-28 14:00:00+00:00,short,0,1,TP2,247.31947559875312,9892.779023950125,0.000259,8.0347,9902.38,0.281989
2025-02-02 12:00:00+00:00,short,9,4,TP,247.31947559875312,9892.779023950125,0.024756,244.9881,10147.3681,0.264226
2025-02-03 20:00:00+00:00,short,1,0,TP1,253.68420328246822,10147.368131298728,0.000276,3.1971,10150.5652,0.263994
2025-02-04 03:00:00+00:00,short,3,0,TP2,253.68420328246822,10147.368131298728,0.001273,16.2968,10166.8621,0.262812
2025-02-04 05:00:00+00:00,short,3,0,TP,253.68420328246822,10147.368131298728,0.001273,33.2171,10200.0792,0.260404
2025-02-06 11:00:00+00:00,short,1,0,TP1,255.00198016107925,10200.07920644317,0.000238,3.2137,10203.2929,0.260171
2025-02-06 15:00:00+00:00,short,1,2,TP2,255.00198016107925,10200.07920644317,0.000238,16.4729,10219.7658,0.258976
2025-02-06 17:00:00+00:00,short,1,2,TP,255.00198016107925,10200.07920644317,0.000238,33.4773,10253.2431,0.256549
2025-02-07 17:00:00+00:00,short,0,1,TP1,256.33107859824423,10253.243143929769,0.0,3.2315,10256.4747,0.256314
2025-02-07 20:00:00+00:00,short,0,1,TP2,256.33107859824423,10253.243143929769,0.0,6.6496,10263.1243,0.255832
2025-02-07 21:00:00+00:00,short,0,1,TP,256.33107859824423,10253.243143929769,0.0,13.4857,10276.61,0.254854
2025-02-09 13:00:00+00:00,short,2,1,TP1,256.91525054970236,10276.610021988094,0.001734,6.4328,10283.0428,0.254388
2025-02-09 21:00:00+00:00,short,2,2,TP2,256.91525054970236,10276.610021988094,0.001734,18.2715,10301.3143,0.253063
2025-02-24 22:00:00+00:00,short,10,5,TP,256.91525054970236,10276.610021988094,0.049317,255.9002,10557.2145,0.234508
2025-02-26 00:00:00+00:00,short,0,0,TP1,263.93036141692227,10557.214456676891,9.6e-05,1.6716,10558.886,0.234387
2025-02-26 14:00:00+00:00,short,2,1,TP2,263.93036141692227,10557.214456676891,0.000866,18.7515,10577.6375,0.233027
2025-02-26 18:00:00+00:00,short,3,2,TP,263.93036141692227,10557.214456676891,0.000866,79.7781,10657.4156,0.227243
2025-03-01 13:00:00+00:00,short,2,1,TP1,266.4353898155715,10657.41559262286,0.001626,6.6796,10664.0952,0.226758
2025-03-03 18:00:00+00:00,short,10,3,TP2,266.4353898155715,10657.41559262286,0.032152,62.1897,10726.2849,0.222249
2025-03-03 19:00:00+00:00,short,10,3,TP,266.4353898155715,10657.41559262286,0.032152,129.8375,10856.1224,0.212835
2025-03-05 00:00:00+00:00,short,1,0,TP1,271.40306084164615,10856.122433665845,0.000446,3.4204,10859.5428,0.212587
2025-03-08 22:00:00+00:00,short,10,2,TP2,271.40306084164615,10856.122433665845,0.039432,63.0138,10922.5566,0.208017
2025-03-09 14:00:00+00:00,short,10,3,TP,271.40306084164615,10856.122433665845,0.039432,151.2187,11073.7753,0.197053
2025-03-11 23:00:00+00:00,short,0,0,TP1,276.844382042556,11073.77528170224,0.0,1.7533,11075.5286,0.196926
2025-03-13 16:00:00+00:00,short,8,4,TP2,276.844382042556,11073.77528170224,0.006674,67.8474,11143.376,0.192006
